timestamp	run_id	changed_mechanism	baseline_checkpoint	full_generation_exact	min_family_generation_exact	full_minus_think0	full_minus_worst_ablation	status	report_path	next_action
2026-05-14T04:10:00+09:00	len4_phase2_causalactive	fixed-semantics reproduction of old len4 phase2 stage	local_eval/qtrm_native_reversed_efficiency_len4_lrsched_causalactive_20260514/len4_seed777/last.pt	0.23697916666666666	0.0625	0.20833333333333331	0.16666666666666666	keep-stage2	local_eval/qtrm_native_reversed_efficiency_len4_phase2_causalactive_20260514/len4_seed777/report.json	Use as fixed-semantics stage2 baseline; next run fixed hardfamily from this checkpoint.
2026-05-14T04:45:00+09:00	len4_hardfamily_causalactive	fixed-semantics hard-family fine-tune	local_eval/qtrm_native_reversed_efficiency_len4_phase2_causalactive_20260514/len4_seed777/last.pt	0.2630208333333333	0.09375	0.23177083333333331	0.1953125	keep-stage3	local_eval/qtrm_native_reversed_efficiency_len4_hardfamily_causalactive_20260514/len4_seed777/report.json	Use as corrected len4 baseline for len6 transfer; still below old contaminated canonical but balanced enough to continue.
2026-05-14T05:20:00+09:00	len6_causalactive_transfer	corrected len4 hardfamily to len6 transfer	local_eval/qtrm_native_reversed_efficiency_len4_hardfamily_causalactive_20260514/len4_seed777/last.pt	0.18229166666666666	0.0625	0.16145833333333331	0.13020833333333331	keep-probe	local_eval/qtrm_native_reversed_efficiency_len6_causalactive_transfer_20260514/len6_seed777/report.json	Corrected staged baseline improves len6 family floor over earlier corrected triages; next target is the weak modchain family.
2026-05-14T06:00:00+09:00	len6_modchain_refine	modchain-biased schedule from corrected len6 transfer	local_eval/qtrm_native_reversed_efficiency_len6_causalactive_transfer_20260514/len6_seed777/last.pt	0.20833333333333334	0.046875	0.17708333333333334	0.15104166666666669	probe-seesaw	local_eval/qtrm_native_reversed_efficiency_len6_modchain_refine_20260514/len6_seed777/report.json	Mean and modchain improve, but revchain/family floor regress; do not promote. Next try checkpoint interpolation with the balanced transfer checkpoint.
2026-05-14T02:31:50+09:00	len6_soup_triage	checkpoint interpolation alpha=0.75 between balanced transfer and modchain-refine	local_eval/qtrm_native_reversed_efficiency_len6_causalactive_transfer_20260514/len6_seed777/last.pt	0.21875	0.078125	0.19270833333333334	0.16145833333333334	keep-candidate	local_eval/qtrm_native_reversed_efficiency_len6_soup_triage_20260514/summary.json	Best interpolation improves both corrected len6 full accuracy and family floor; use alpha_075 avg.pt as next len6 baseline for short balanced fine-tune.
2026-05-14T02:45:00+09:00	len6_soup_balanced_ft	short low-LR balanced fine-tune from alpha_075 soup checkpoint	local_eval/qtrm_native_reversed_efficiency_len6_soup_triage_20260514/alpha_075/avg.pt	0.23958333333333334	0.046875	0.21354166666666669	0.17708333333333334	discard-familyfloor	local_eval/qtrm_native_reversed_efficiency_len6_soup_balanced_ft_20260514/len6_seed777/report.json	Mean accuracy rises but checksum dominates and modchain/revchain collapse; add eval_initial_checkpoint guard and keep alpha_075 as baseline.
2026-05-14T02:50:00+09:00	eval_initial_checkpoint_guard	include step0 checkpoint in periodic best selection	none	0.0	0.0	0.0	0.0	keep-ops	local_eval/qtrm_native_eval_initial_smoke_cuda_20260514/smoke_seed777/report.json	CUDA smoke confirms periodic_eval contains step 0 and restore_best can preserve the starting checkpoint when later fine-tune steps degrade family floor.
2026-05-14T03:05:00+09:00	len6_soup_hardfamily_ft	modchain/revchain-only low-LR fine-tune from alpha_075 with step0 guard	local_eval/qtrm_native_reversed_efficiency_len6_soup_triage_20260514/alpha_075/avg.pt	0.21875	0.078125	0.19270833333333334	0.16145833333333334	discard-no-train-gain	local_eval/qtrm_native_reversed_efficiency_len6_soup_hardfamily_ft_20260514/len6_seed777/report.json	Training steps degraded family floor, so step0 guard restored alpha_075; hard-family CE fine-tune does not improve the bottleneck.
2026-05-14T03:20:00+09:00	len6_soup_ft_soup_triage	checkpoint interpolation between alpha_075 and high-checksum balanced fine-tune	local_eval/qtrm_native_reversed_efficiency_len6_soup_triage_20260514/alpha_075/avg.pt	0.22916666666666666	0.0625	0.203125	0.171875	discard-familyfloor	local_eval/qtrm_native_reversed_efficiency_len6_soup_ft_soup_triage_20260514/summary.json	Partial interpolation imports checksum/mean gains but lowers revchain floor; keep alpha_075 as current len6 candidate.
2026-05-14T03:18:08+09:00	len6_family_dro_ft	family-DRO answer loss from alpha_075 with step0 guard	local_eval/qtrm_native_reversed_efficiency_len6_soup_triage_20260514/alpha_075/avg.pt	0.21875	0.078125	0.19270833333333334	0.16145833333333334	discard-no-train-gain	local_eval/qtrm_native_reversed_efficiency_len6_family_dro_ft_20260514/len6_seed777/report.json	Worst-family loss did not improve hard-family floor; restore-best preserved alpha_075, so keep the loss option as a probe but do not promote the checkpoint.
2026-05-14T03:31:49+09:00	len6_depth_family_dro_ft	family-DRO aggregation for intermediate depth transition loss from alpha_075	local_eval/qtrm_native_reversed_efficiency_len6_soup_triage_20260514/alpha_075/avg.pt	0.21875	0.078125	0.19270833333333334	0.16145833333333334	discard-no-train-gain	local_eval/qtrm_native_reversed_efficiency_len6_depth_family_dro_ft_20260514/len6_seed777/report.json	Depth-level worst-family transition targets also raised mean only at periodic steps and degraded family floor; bottleneck is not solved by CE reweighting and likely needs state-transition/readout coupling repair.
2026-05-14T03:44:56+09:00	len6_core_probe_alpha075_pooling	core-state answer/step probes with last/mean/flatten pooling	local_eval/qtrm_native_reversed_efficiency_len6_soup_triage_20260514/alpha_075/avg.pt	0.21875	0.078125	0.19270833333333334	0.16145833333333334	probe-diagnosis	local_eval/qtrm_native_reversed_efficiency_len6_core_probe_alpha075_20260514/len6_seed777/report.json	Core probes are weaker than LM generation and step-probe accuracy decays from depth1 to depth3; bottleneck is recurrent state-transition semantic drift, not merely readout pooling.
2026-05-14T04:09:00+09:00	len6_semantic_carry_ft	learned initial-state semantic carry gates inside reversed-hybrid recurrent transition	local_eval/qtrm_native_reversed_efficiency_len6_soup_triage_20260514/alpha_075/avg.pt	0.23958333333333334	0.0625	0.21354166666666669	0.17708333333333334	probe-mean-gain	local_eval/qtrm_native_reversed_efficiency_len6_semantic_carry_ft_20260514/len6_seed777/report.json	At 192-case triage, semantic carry improves full accuracy without further floor loss at best step, but 400/600 shift toward checksum and lower the family floor.
2026-05-14T04:18:00+09:00	len6_semantic_carry_eval512	512-case fair re-evaluation of semantic-carry checkpoint	local_eval/qtrm_native_reversed_efficiency_len6_semantic_carry_ft_20260514/len6_seed777/last.pt	0.21484375	0.047058823529411764	0.1796875	0.15625	discard-familyfloor	local_eval/qtrm_native_reversed_efficiency_len6_semantic_carry_eval512_20260514/len6_seed777/report.json	Fair 512-case eval underperforms alpha_075 full/family floor; semantic carry is a diagnostic option, not the next canonical checkpoint.
2026-05-14T04:25:00+09:00	len6_order_router_ft_oom	L->H plus H->L->H order-router transition with answer-space ranking enabled	local_eval/qtrm_native_reversed_efficiency_len6_soup_triage_20260514/alpha_075/avg.pt	0.21354166666666666	0.078125	unknown	unknown	crash-oom	local_eval/qtrm_native_reversed_efficiency_len6_order_router_ft_20260514/len6_seed777.log	Doubled transition path plus answer-space ranking loss exceeds 24GB VRAM; retry requires smaller batch and no ranking auxiliary.
2026-05-14T04:35:00+09:00	len6_order_router_small_ft	order-router transition, batch8, no answer-space ranking	local_eval/qtrm_native_reversed_efficiency_len6_soup_triage_20260514/alpha_075/avg.pt	0.2421875	0.047619047619047616	0.203125	0.1796875	probe-mean-gain	local_eval/qtrm_native_reversed_efficiency_len6_order_router_small_ft_20260514/len6_seed777/report.json	Small-batch order router raises full and active-length floor on 128-case triage but remains checksum-dominated; not enough evidence for canonical promotion.
2026-05-14T04:43:31+09:00	len6_order_router_route_probe	no-train telemetry of learned L->H vs H->L->H router probabilities	local_eval/qtrm_native_reversed_efficiency_len6_order_router_small_ft_20260514/len6_seed777/last.pt	0.2421875	0.047619047619047616	0.203125	0.1796875	probe-diagnosis	local_eval/qtrm_native_reversed_efficiency_len6_order_router_probe_20260514/len6_seed777/report.json	Router stays pinned to L->H for all families: last_hlh_prob is ~0.0178 for checksum, modchain, and revchain. The bottleneck is not just missing order candidates; the router is not learning family/order specialization.
2026-05-14T04:56:00+09:00	len6_order_router_aux_ft	family-order router auxiliary, restore-best enabled	local_eval/qtrm_native_reversed_efficiency_len6_order_router_small_ft_20260514/len6_seed777/last.pt	0.2421875	0.047619047619047616	0.203125	0.1796875	discard-restored	local_eval/qtrm_native_reversed_efficiency_len6_order_router_aux_ft_20260514/len6_seed777/report.json	Aux weight 0.2 degraded periodic family floor to 0.0233 at steps 150 and 300; restore-best kept the initial checkpoint. Do not promote.
2026-05-14T05:05:34+09:00	len6_order_router_aux_fastprobe	router auxiliary with 1000x router LR multiplier, no periodic restore	local_eval/qtrm_native_reversed_efficiency_len6_order_router_small_ft_20260514/len6_seed777/last.pt	0.203125	0.0	0.171875	0.140625	probe-diagnosis	local_eval/qtrm_native_reversed_efficiency_len6_order_router_aux_fastprobe_20260514/len6_seed777/report.json	Router can be moved: revchain last_hlh_prob rises to 0.4326, but revchain generation exact falls to 0.0. The bottleneck is now the reverse candidate state's usefulness, not only router learnability.
2026-05-14T05:15:59+09:00	len6_order_router_force_ablation	force route0 L->H vs route1 H->L->H on the same checkpoint	local_eval/qtrm_native_reversed_efficiency_len6_order_router_small_ft_20260514/len6_seed777/last.pt	0.2421875	0.047619047619047616	0.203125	0.1796875	probe-diagnosis	local_eval/qtrm_native_reversed_efficiency_len6_order_router_force_ablation_20260514/len6_seed777/report.json	Forced route0 matches learned/full accuracy at 0.2422, while forced route1 drops to 0.1016 and only slightly improves revchain from 0.0476 to 0.0952. Do not keep tuning the router; repair the H->L->H reverse transition candidate or replace it with a better suffix-conditioned transition.
2026-05-14T05:31:58+09:00	len6_forced_route_answer_ft	forced route1 answer-token CE on revchain cases through normal LM logits	local_eval/qtrm_native_reversed_efficiency_len6_order_router_small_ft_20260514/len6_seed777/last.pt	0.1875	0.046511627906976744	0.125	0.1328125	discard-diagnosis	local_eval/qtrm_native_reversed_efficiency_len6_forced_route_answer_ft_20260514/len6_seed777/report.json	Route1 full improves versus forced-route ablation, but revchain route1 falls from 0.0952 to 0.0714 and learned/full drops from 0.2422 to 0.1875. Final-answer CE alone teaches a route0-like answer distribution, not reverse causal transition.
2026-05-14T05:45:41+09:00	len6_forced_route_depth_ft	forced route1 intermediate-depth CE on revchain cases through normal LM logits	local_eval/qtrm_native_reversed_efficiency_len6_order_router_small_ft_20260514/len6_seed777/last.pt	0.1171875	0.023255813953488372	0.078125	0.0546875	discard-diagnosis	local_eval/qtrm_native_reversed_efficiency_len6_forced_route_depth_ft_20260514/len6_seed777/report.json	Route1 revchain stays at 0.0952 while learned/full collapses to 0.1172 and family floor to 0.0233. Intermediate CE still does not make H->L->H a useful reverse transition; replace route1 structure rather than add more CE pressure.
2026-05-14T05:54:44+09:00	len6_recent_order_router_probe	causal recency-conditioned route1 candidate replacing plain H->L->H context	local_eval/qtrm_native_reversed_efficiency_len6_order_router_small_ft_20260514/len6_seed777/last.pt	0.234375	0.046511627906976744	0.1953125	0.171875	discard-structure	local_eval/qtrm_native_reversed_efficiency_len6_recent_order_router_probe_20260514/len6_seed777/report.json	No-train structure swap does not help: route1 falls from 0.1016 to 0.0859 and route1 revchain from 0.0952 to 0.0714. Causal recency context is not sufficient; next candidate needs explicit operation/order state, not a generic suffix bias.
2026-05-14T06:11:44+09:00	len6_state_gru_order_router_probe	route1 uses trainable causal GRU order-state context before H->L->H transition	local_eval/qtrm_native_reversed_efficiency_len6_order_router_small_ft_20260514/len6_seed777/last.pt	0.1328125	0.046511627906976744	0.109375	0.078125	discard-structure	local_eval/qtrm_native_reversed_efficiency_len6_state_gru_order_router_probe_20260514/len6_seed777/report.json	Route1 revchain improves from 0.0952 to 0.1190, but learned/full collapses from 0.2422 to 0.1328 and route1 full is still below the old forced-route baseline. GRU order state has a weak reverse signal but harms the universal LM path; do not promote.
2026-05-14T06:31:14+09:00	len6_transition_state_order_router_probe	route1 updates a trainable recurrent order-state inside each H/L transition step	local_eval/qtrm_native_reversed_efficiency_len6_order_router_small_ft_20260514/len6_seed777/last.pt	0.234375	0.046511627906976744	0.1640625	0.1875	discard-structure	local_eval/qtrm_native_reversed_efficiency_len6_transition_state_order_router_probe_20260514/len6_seed777/report.json	Retention preserves route0/full near baseline, but forced route1 degrades from 0.1016 to 0.0703 and route1 revchain drops from 0.0952 to 0.0476. Generic recurrent order-state inside transition is not enough; the missing piece is source-position/value binding or supervised operation trace, not another learned context/state wrapper.
2026-05-15T00:00:00+09:00	l6_seed337_nested_order_router_aux_forced	nested core-carrier route blend with route0 L->H and route1 H->L->H plus router aux/forced-route losses	local_eval/qtrm_native_l6_seed338_order_invariant_nested_core_carrier_identity_init_carrieroff_eval2_20260515/last.pt	0.3359375	0.0546875	0.3359375	0.036458333333333315	discard-route1-weak	local_eval/qtrm_native_l6_seed337_nested_order_router_aux_forced_s600_20260515/report.json	Router learns family/order probabilities but forced route1 is only 0.0417 overall and family floor stays below 0.08; do not sweep router LR/aux further.
2026-05-15T00:00:00+09:00	l6_seed337_nested_sequence_order_router_aux_forced	sequence-level nested route distribution shared across token positions	local_eval/qtrm_native_l6_seed338_order_invariant_nested_core_carrier_identity_init_carrieroff_eval2_20260515/last.pt	0.09635416666666667	0.0546875	0.09635416666666667	-0.23177083333333331	discard-route-lock-collapse	local_eval/qtrm_native_l6_seed337_nested_sequence_order_router_aux_forced_s600_20260515/report.json	One-route-per-case routing collapses full generation while route0/coupling_off remains stronger; bottleneck is the weak H->L->H transition candidate, not token-wise routing noise.
2026-05-15T00:00:00+09:00	l6_seed337_nested_order_bound_router_aux_forced	route1 H->L->H replacement with route1-only attention over encoded prompt tokens	local_eval/qtrm_native_l6_seed338_order_invariant_nested_core_carrier_identity_init_carrieroff_eval2_20260515/last.pt	0.3359375	0.0546875	0.3359375	0.0390625	discard-route1-attention	local_eval/qtrm_native_l6_seed337_nested_order_bound_router_aux_forced_s600_20260515/report.json	Prompt-source attention in route1 is still rejected: route1 exact is 0.03125 and revchain remains 0.0547. Close H->L->H route variants until a reduced transition-binding diagnostic proves route1 can learn.
2026-05-15T00:00:00+09:00	route1_revchain_capacity_diagnostic	revchain-only training with strong router/forced-route pressure toward order-bound route1	local_eval/qtrm_native_l6_seed338_order_invariant_nested_core_carrier_identity_init_carrieroff_eval2_20260515/last.pt	0.04296875	0.04296875	0.04296875	0.01953125	discard-route1-capacity	local_eval/qtrm_native_l6_seed337_order_bound_route1_revchain_capacity_s400_20260515/report.json	Router last route1 probability reaches 0.9993, but forced route1 exact remains 0.046875. Route1 transition capacity is the bottleneck; stop H->L->H route variants.
2026-05-15T00:00:00+09:00	operation_order_transition_smoke	reduced recurrent transition LM logits diagnostic, program_len6 modulus32 held-out	none	0.044921875	0.04296875	unknown	0.009765625	rejected	local_eval/operation_order_transition_probe_smoke_20260515/report.json	Short smoke is near chance; continue only as capacity/generalization diagnostic, not L6 promotion evidence.
2026-05-15T00:00:00+09:00	operation_order_transition_mod16_capacity	reduced recurrent transition LM logits diagnostic, program_len6 modulus16 held-out	none	0.431640625	0.39453125	unknown	0.189453125	rejected-generalization	local_eval/operation_order_transition_probe_capacity_mod16_20260515/report.json	Transition and order ablations are causal, but held-out exact is below threshold; bottleneck is compositional value-operation generalization.
2026-05-15T00:00:00+09:00	operation_order_transition_mod16_same_seed	reduced recurrent transition LM logits diagnostic, program_len6 modulus16 same-seed control	none	0.999755859375	0.99951171875	unknown	0.458251953125	accepted-diagnostic	local_eval/operation_order_transition_probe_capacity_mod16_trainseed_eval_20260515/report.json	Confirms recurrent transition capacity and causal ablation drops on the memorized distribution; not a held-out L6 solution.
2026-05-15T00:00:00+09:00	operation_order_transition_circular_mod16	circular value codec without trace loss, program_len6 modulus16 held-out	none	0.447265625	0.40625	unknown	0.201171875	rejected-generalization	local_eval/operation_order_transition_probe_circular_mod16_20260515/report.json	Circular value coding alone slightly improves held-out and causal drops but remains below threshold.
2026-05-15T00:00:00+09:00	operation_order_transition_learned_trace_mod16	learned value codec plus intermediate transition trace loss, program_len6 modulus16 held-out	none	0.828125	0.80859375	unknown	0.361328125	accepted-diagnostic	local_eval/operation_order_transition_probe_learned_trace_mod16_20260515/report.json	Trace supervision is the major unlock; recurrent transition generalizes and ablations are strongly causal.
2026-05-15T00:00:00+09:00	operation_order_transition_circular_trace_mod16	circular value codec plus intermediate transition trace loss, program_len6 modulus16 held-out	none	0.970703125	0.96875	unknown	0.427734375	accepted-diagnostic	local_eval/operation_order_transition_probe_circular_trace_mod16_20260515/report.json	Circular value codec plus trace loss is the best reduced mod16 gate and should be transplanted into the dual/nested QTRM-native core.
2026-05-15T00:00:00+09:00	operation_order_transition_circular_trace_mod32_undertrained	circular value codec plus trace loss, d128 s1500, program_len6 modulus32 held-out	none	0.18359375	0.1796875	unknown	0.0546875	rejected-underfit	local_eval/operation_order_transition_probe_circular_trace_mod32_20260515/report.json	Mod32 d128/s1500 underfits; low loss convergence is required before treating scale failure as architecture failure.
2026-05-15T00:00:00+09:00	operation_order_transition_circular_trace_mod32_d256	circular value codec plus trace loss, d256 s3000, program_len6 modulus32 held-out	none	0.89453125	0.87109375	unknown	0.43359375	accepted-diagnostic	local_eval/operation_order_transition_probe_circular_trace_mod32_d256_s3000_20260515/report.json	Capacity-scaled mod32 passes with transition_off 0.0391 and state_reset 0.0; next L6 work should port trace/value-codec mechanics.
2026-05-15T00:00:00+09:00	l6_circular_value_trace_char_invalid	circular value codec plus state-trace depth loss on char tokenizer L6 resume	local_eval/qtrm_native_l6_seed338_order_invariant_nested_core_carrier_identity_init_carrieroff_eval2_20260515/last.pt	0.0546875	0.023391812865497075	0.0546875	0.01953125	rejected-invalid-token-contract	local_eval/qtrm_native_l6_seed338_circular_value_trace_repair_s1200_20260515/report.json	Char tokenizer lacks atomic value tokens; circular codec was semantically invalid and is now guarded against.
2026-05-15T00:00:00+09:00	l6_number_circular_value_trace_transplant	circular value codec with explicit 00..31 value token ids plus state-trace depth loss on number tokenizer L6 resume	local_eval/qtrm_native_l6_seed338_order_invariant_nested_core_carrier_identity_init_carrieroff_eval2_20260515/last.pt	0.068359375	0.023391812865497075	0.0390625	0.0078125	rejected-op-value-role-mix	local_eval/qtrm_native_l6_seed338_number_circular_trace_repair_s1200_20260515/report.json	Number tokenizer fixes atomic values but shares op ids and values in the same tokens; next transplant needs role-conditioned op/value codecs.
2026-05-15T00:00:00+09:00	l6_number_oprole_circular_trace	random-init opNN operation-role tokens plus circular value codec and state-trace depth loss	local_eval/qtrm_native_l6_seed338_order_invariant_nested_core_carrier_identity_init_carrieroff_eval2_20260515/last.pt	0.08203125	0.029239766081871343	0.08203125	0.025390625	rejected-causal-weak	local_eval/qtrm_native_l6_seed338_number_oprole_circular_trace_repair_s1200_20260515/report.json	OP/VALUE token separation improves full exact slightly but carrier_off is stronger than full; tokenizer contract is not enough.
2026-05-15T00:00:00+09:00	l6_number_oprole_composedinit_circular_trace	opNN/value tokens composed from source char rows during checkpoint migration plus circular value codec	local_eval/qtrm_native_l6_seed338_order_invariant_nested_core_carrier_identity_init_carrieroff_eval2_20260515/last.pt	0.0546875	0.03508771929824561	0.029296875	0.009765625	rejected-migration-not-enough	local_eval/qtrm_native_l6_seed338_number_oprole_composedinit_circular_trace_repair_s1200_20260515/report.json	Composed char-to-number initialization removes random-token migration but does not improve the L6 gate; next change must target recurrent transition-state learning.
2026-05-15T00:00:00+09:00	l6_number_oprole_sharedlm_circular_trace	shared LM/value-codec readout used by state-trace and latent-refinement losses	local_eval/qtrm_native_l6_seed338_order_invariant_nested_core_carrier_identity_init_carrieroff_eval2_20260515/last.pt	0.072265625	0.017543859649122806	0.072265625	0.00390625	rejected-causal-weak	local_eval/qtrm_native_l6_seed338_number_oprole_sharedlm_circular_trace_repair_s1200_20260515/report.json	Readout bug is fixed, but z_l_zero remains nearly full and carrier_off is close to full; number/op-role transplant is still not causal.
2026-05-15T00:00:00+09:00	l6_zl_direct_stepcodec_sharedlm	state-trace depth plus value/op/position core-step codec losses applied directly to z_L	local_eval/qtrm_native_l6_seed338_order_invariant_nested_core_carrier_identity_init_carrieroff_eval2_20260515/last.pt	0.052734375	0.029239766081871343	0.041015625	0.0	rejected-zl-noncausal	local_eval/qtrm_native_l6_seed338_zl_direct_stepcodec_sharedlm_s1200_20260515/report.json	Direct auxiliary pressure on z_L does not rescue the number/op-role branch: z_l_zero equals full while z_h_zero collapses, so stop this auxiliary/tokenizer sweep.
2026-05-15T00:00:00+09:00	l6_d256_number_oprole_circular_trace_scratch	d256 QTRM-native number/op-role tokenizer with circular value LM readout, trained from scratch	none	0.134765625	0.04678362573099415	0.134765625	0.037109375	rejected-undertrained	local_eval/qtrm_native_l6_d256_number_oprole_circular_trace_s3000_20260515/report.json	From-scratch d256 run is undertrained but rising; best periodic exact reaches 0.1484375 and shows a real depth signal.
2026-05-15T00:00:00+09:00	l6_d256_number_oprole_circular_trace_cont	d256 continuation with family/depth/state-trace DRO and same final LM-logit gate	local_eval/qtrm_native_l6_d256_number_oprole_circular_trace_s3000_20260515/last.pt	0.29296875	0.07017543859649122	0.2578125	0.240234375	rejected-near-threshold	local_eval/qtrm_native_l6_d256_number_oprole_circular_trace_cont_s7000_20260515/report.json	Continuation makes the path strongly causal and nearly accepted; revchain floor remains just below threshold.
2026-05-15T00:00:00+09:00	l6_d256_number_oprole_circular_trace_revrepair	revchain-heavy retention fine-tune from d256 continuation checkpoint	local_eval/qtrm_native_l6_d256_number_oprole_circular_trace_cont_s7000_20260515/last.pt	0.37890625	0.11695906432748537	0.3515625	0.33203125	accepted_l6_d256_number_oprole_circular_trace_revrepair	local_eval/qtrm_native_l6_d256_number_oprole_circular_trace_revrepair_s3000_20260515/report.json	Current strongest QTRM-native L6 result: final LM logits improve and all causal ablations drop, including z_l_zero 0.0215, z_h_zero 0.0, and carrier_off 0.28125.
2026-05-15T00:00:00+09:00	l6_d256_revrepair_seedstab_eval9341	steps=0 eval-seed stability check for accepted d256 revrepair checkpoint	local_eval/qtrm_native_l6_d256_number_oprole_circular_trace_revrepair_s3000_20260515/last.pt	0.36328125	0.09941520467836257	0.33203125	0.294921875	accepted_l6_d256_revrepair_seedstab_eval9341	local_eval/qtrm_native_l6_d256_revrepair_seedstab_eval9341_20260515/report.json	Accepted on independent eval seed 9341; z_l_zero 0.0195, z_h_zero 0.0, carrier_off 0.2422.
2026-05-15T00:00:00+09:00	l6_d256_revrepair_seedstab_eval9342	steps=0 eval-seed stability check for accepted d256 revrepair checkpoint	local_eval/qtrm_native_l6_d256_number_oprole_circular_trace_revrepair_s3000_20260515/last.pt	0.3828125	0.1111111111111111	0.34765625	0.34765625	accepted_l6_d256_revrepair_seedstab_eval9342	local_eval/qtrm_native_l6_d256_revrepair_seedstab_eval9342_20260515/report.json	Accepted on independent eval seed 9342; z_l_zero 0.0352, z_h_zero 0.0, carrier_off 0.2949.
2026-05-15T00:00:00+09:00	l6_d256_revrepair_seed_stability_summary	three eval-seed stability summary for accepted d256 QTRM-native revrepair checkpoint	local_eval/qtrm_native_l6_d256_number_oprole_circular_trace_revrepair_s3000_20260515/last.pt	0.36328125	0.09941520467836257	0.33203125	0.294921875	accepted_l6_d256_revrepair_seed_stable_3eval	local_eval/qtrm_native_l6_d256_revrepair_seed_stability_summary_20260515.json	All three eval seeds 9340/9341/9342 pass; minimum full is 0.3633 and minimum family floor is 0.0994.
